text,label
tuh kadang suka ngeselin bikin kangen,+
masa ni salah masuk,+
ayat benar cakap sanggup terima do lura happy krohhhhhhh,+
tu peka terus peka,+
hihihihi look at the face lepas taknak bau ikan mandi namau nameow catsoftwit,+
maksdnya mba anna sholat jumat gt btw tq didoain mba,+
aa mauuu bom punya album sekaliii baik album baru,+
bapak rajin bai balik pakai baju kurung moga crush lihat,+
beritahu tegur cuba ambil sisi positif tegur tu cara kasar tegur atleast,+
still effort do org camni kt rasa special kit,+
hahahaha rasa dorang tahu ni staff,+
jawab by ngambek,+
geram bhai tkpela menang hahahah,+
hari ajar ajar harga hadir hidup tangguh,+
bodo betul hibur bodo member ceni,+
makasih abis ultah hehe,+
jg baper paham kwkwkwk,+
takut coba baru gapai impi ingat peduli pergi keluarga tempat kembali,+
ambil putus perlu teman tolong i will be there for you,+
harini senyum kali kat ni alahai cair,+
sayang,+
tawa seberang telpon getar hati nyali ciut kuatir bhw hy,+
ni suami panggil sayang ni we re gonna make babies right after,+
bapak hebat polisemua takut ngan ali eleh bapak terer suruh tunduk,+
kaya,+
kasi akun cepat baik tuh akun biar punya akun,+
kata dokter percaya bawang merah ngurangin perut kembung d,+
nctea yangayang anak ayok mutualanama mwah,+
ngerasa how lucky i m sampe akhir ditinggalin skrg ngerasa how lucky i m punya org,+
sih luar dingin biar peluk ucap kasur pagi hari,+
brp yeoja temenin raih puas yuk,+
mauu,+
up,+
ouhhhh hahahhahahahahahh takde maybe tk each other kot tu tokleh tgk,+
kata sayang orangtua tp status wa sembunyi dr orangtua hehe,+
ajaini,+
anak baik baik,+
idola masa remaja doa istri sholehah bakti suami k,+
alhamdulillah adik ipar temen2nya selamat wlaupun pala benjol bibir pecah sedih ba,+
haru baca threadnya baik sih moga rezeki lancar terus next time moga menang,+
so sweet dua dua bahasa ppfttt,+
sebenernya gemes pa yepen ngeyel suka susah dibilangin,+
kuat utk selesai urus semester ni lancar,+
if keli tu femes apantah kahkahkah,+
untung baik mula kawan ngam gila biasaekarang,+
hm rasa jual ip7 32gb rosegold ni angkat ip8 nice,+
ganbattee you can do it risau support,+
mu ketawa,+
hahahaha dkpe r rela cri kt,+
lahir dlm islam mulai dewasa mulai ajar islam jatuh cinta agama,+
hormat hormat,+
kenan betul concept design ikea ni bakal isteri tiru ni je ek payah pening2 https,+
hahahaha nnti dtg gomol kepala,+
list ni banar wkwkwk,+
boro 15 menit liat iklan saklebatan ae wes deg parah sampe bingung iki wedi ta jatuh cinta,+
rlt mutualan yu gamasalah suka in twt receh dn follback ngga maapin ak,+
jenis cepat marah cepat sejuk balik marah tu punebab rasa serba salah even sal,+
baca jgk complicated org kata blackflag best,+
cinta anugrah indah tuhan sujud doa tuhan akhir temu anugrah indah,+
ngantuk tidur khawatir besok cinta besok ngirim pesan,+
tanya nggak sempurna cari sempurna kata nggak baik,+
bilang passion cari sadar bidang fokus k,+
sayang syukur ingat,+
ngarep mulai maba,+
mi christychibi rusuk lindung buah hati lembut hati,+
mall belah unikl ni pi usha harga apple dah turun masa punya kerumun seba,+
wakakakakaka begitula memng,+
tipe diceritain lucu sedih kegoblogan neng ceri,+
ken icip2 abu cafe,+
yah hahahaha,+
betul terima masa kifarah,+
suka pura2 waras partai karya hehehe,+
300 chapter manga conan dim nikmat dusta,+
rambut gimana sayang,+
temenin nugas yeuuuuuuu wajah stres ganteng maleen,+
tls followan ama yukk rep temenan,+
peduli hilang hidup syukur tuhan hilang,+
aries takut tuk ambil putus harga bayar tuk,+
allah beri nikmat potong roti syukur rana allah minta minta ora,+
alhamdulillah adik ipar temen2nya selamat wlaupun pala benjol bibir pecah sedih bangettt,+
bgt,+
benar korang in real life mesti seronok kawan benar ok je lawak,+
lihat enak,+
alia dm benda ni kt hahahaha,+
berfikir positif nyata keliru m akhir menyembukan luka,+
wes katam kyk wkwkkwkww,+
isa ibnu maryam beri kabar gembira datang rasul datang nama ahmad muhammad 61 6,+
makasih eonniee oleng tuh nulisnyaa,+
the battleship island jaya teriak,+
peduli harap butuh,+
kayak ngerti,+
minta tolong gampang tinggalin,+
neng kuliah pagi,+
suka manganya live actionnya animenya suka,+
terkadang hidup sedih,+
ni sbnrya budak genius cekap math sometime sakit mcm ni cekap in art,+
laku pagi td betul2 kes dlm,+
giveaway pulsa hari bahagia adain an 2 menang puls,+
yeeees akhir minion menaaaaang spot jantung nontonnya japanopensuper750,+
selamat balik bullyan mu simpan gudang prestasi,+
misal eps 3 4 oke tetep lanjut kaya bakal drama korea pertama tonton tahun,+
mas emang marketing canggih cara promosiin blog smooth,+
betul bilangeptember bulan ceria bikin ceria ngemil cara,+
seriously tk penat kerja part time nie penat,+
mama dkt luar call tanya lunch and then i said i want goreng pisang hahahaha senang mama takyah masak mama pelik,+
emosi bimbing pikir tindak positif tenang teens livia,+
cinta sejati pohon cabang cukup satu cinta,+
safe flight,+
anggap aneh anggap luar,+
nangkepnya kreatif lucuk sih naro link mv tweet berita hubung,+
ajar redha amp terima hakikat untk setia amp syg untk orng harga,+
esok kawin k guys dtg ramai2 pfttt,+
siap sayang,+
sabar tunggu bulan 10 kumpul duit pi travel thn kakak ajak prgi perak nk pergi lak,+
hahahaha gelak weh,+
noey bilang i love u noeey chibi,+
nice nice anak kicil nich,+
hahahah becilaaa mu tahu dok tkdok ganti akuian sdiri,+
terima atas seti iniusah senang ko pergi pd ko tinggal akuekarang ko konvo,+
bismillah moga untung blm punya album,+
suka org syg cari letak sbg priority diauka duka susah senang cari p,+
benar percaya sempurna lahir ajar banding y,+
liat wkwkwk,+
allah lindung mu siksa kubur siksa neraka jahannam fitnah hidup mati f,+
mohon baik hati mudah jatuh manusia suka ambil berat,+
pantai indonesia kalah indah pantai luar negeri lho booklovers cocok libur santa,+
dm kakk,+
setia sejati bicara anggap benar anggap salah jowy blightuikoden,+
rasa cinta,+
segan mintak mintak je lantak pi sindir cara halus hahahaha,+
bagus blok ni kejut pegi solat jumaat dah kangkang dah tidoq penat kelas jalan kaki siaa kena tinggal bas emmm,+
anak jiran umur 3 tahun bagitau bf ko gay sbb tu dah taknak pegang tetek ko laangsung hahahahahaahahaha,+
bahagia,+
pi padang brown pakcik ayaq uih tanya mak mak sihat ka hahahahahaa,+
cinta ilham,+
besar benda ajar,+
butuh bicara hati damai sayang rasa rasa cinta besar bungkam m,+
weh apadia mimpi ngandung hahahahahah,+
perangai classmate dah mcm perangai abg2 oh why,+
kasih asupan cinta tiada henti kenyang perlu lirik grup,+
i can t panjang kerja intubated patient cakap and active ni again dram,+
selamat istirahat sayang,+
idm army gabut ayo mutualan autofollback hehe,+
hahahahahahahaampai tudung dh nk cabut dgnpec jatuh,+
teens fannie rela ikut lomba lari keliling dunia asal garis finish,+
mazmur 3 3 3 4 engkau tuhan perisai lindung engkau mulia angkat kepala,+
hidup negara jauh sempurna nyawa jaga indonesiaelamat nikmat ceri,+
ikut ahh guys bantu tabung pls karna wang tiket lytour kepake urgent jdinya har,+
dah hancur percaya cuba bahagia keliling putus asa sahaja,+
tips perempuan bahagia chat jam 13 00 usaha balas chat jam 12 59,+
tuhan cinta anugerah buah ide bisnis ledak peran baik aamiin,+
suka cowo,+
wkwkwkw,+
moga kk panjang umur sehat jodoh hyunjin nonton straykids ikut fansign po,+
untung strong pukpuk,+
gua dinyanyiin raisa lagu mantan indah allah haru,+
masyaallah sistur sedap suara,+
wakakaka gapapa dukung,+
suka imajinasi,+
balik bosan ketidaknyamanan hidup mu inget aceh tetep bersukur,+
pikir positif nyata keliru akhir sembuh luka,+
akhlak baik engga harga lindung,+
batas kata serah gagal percaya terus usaha kata,+
ihiy minta donkk,+
milik bijak laku baik kali hari quranhour,+
save skit utk hahahaha,+
allahu trimas caring ni dar dar tahap usaha,+
pikir ken bgt punya totoro duluan tp ken punya temples segera,+
perlu ubah cinta baik buruk laku masa lalumuegala kurang bangga jg segal,+
7ocial pr rasa benda ni penting jaya akedemik perlu power benda ni,+
perempuan nikah rana 4 perkara pilih rana agama nescaya bahagia,+
cik din panggil mai kerja cashier mydin balik gaji basic 2k baru pi,+
yaaaaayyy,+
ayo mama biar punya mama 3,+
usaha butuh benar lihat bahagia,+
sayang rasa,+
siap mas,+
thank you sistur doa jaya,+
asli ngebayanginnya ketawa trus wkwkwk,+
percaya pertama laku yakin percaya,+
apacik gatauu,+
wkwkkwk,+
makkkk ucapin ultah kado,+
hahahahaa gi mkn2 je kawan tikah dri johor tu dtg so bawak jenjalan nk pegi,+
anjir,+
agreed,+
susah susah senang senang kaya kaya,+
tuhan tolong tahan rasa dada,+
triggered tengok poster tu apabenda tah emo kejap hahahahaha,+
yes tetap presiden bpk mantap,+
tunggu,+
biarpun keren selalumembuat tertawa nobita,+
klo ak pnya pintu doraemon ak pngen masuk hati km biar ak asa km ak kaya asa km,+
jugak install tiktok,+
snow tipu suka,+
takperlu sedih sbb bodoh lepas orng betul2 sygkan,+
moga tabah sabar uji terima,+
ikooodddd,+
rasa tulus cinta pikir kali muncul satu hidup betapa berha,+
mekanikal jugak mustahil je jumpa nnti hahahaha btw goodluck study,+
baru thanks mbak,+
keren nonton film wiroableng pendekar kapak maut naga gen 212 ngeri liat film jadul,+
hari kurang arti mohon tetap sapa puisi,+
hahahaahahhahahahhaahahhahahshshahahahahahahha pqoootttttt tah ka,+
mazmur 91 15 seru jawab waktu sesak ak,+
weh duduk asyik sakit je haih kuat,+
cantik jb tweet,+
cinhappp happy birthday aduduu jarangg ketemu nihh semangat trs team j jangann lemot2 lagiii,+
nga nungguin pria2 jumat sama2 doa,+
suka lucu ngeliat laku ngerasa enak hati ndak papa lhooooo,+
kwk ketemu pas bruntusan trs bilang jerawat gede alaihim,+
nsib baik tk simpan lgi,+
kutikut ngetawain post skrinsyutnya maaf dekjom sok2an ngetawain,+
manis liat erin dev hehe canda okay tunggu masuk supermarket erin be,+
tas gucci tinggal seumur2 blm menang wkwkwkwkw,+
mohon rmi lelaki rokok mcm ni hahahha,+
mmg duk tuk makan je hahahaha,+
erghh timbang belakang ni pendek tangan hahahhaha,+
hah geli pake emot jempol kayak bapak bapak wa,+
enak langsung ajak ngomong mah org ajak fambest ta,+
suka spongebob uwu,+
sengaja lihat senyum,+
selamat pagi jumat doa hari tuju percaya awal hari ingat,+
amiiiin goodluck anw,+
uap 10 kali kot,+
nyari astaga,+
mauu,+
this is especially the truth nasib baik rosak liver konon cepat kurus cut sugar intake calorie counting,+
lucu lucu mpul sayang,+
anjing suka corgi gemes soal pantat montok hngg,+
cinta allah pisah kecuali allah pisah,+
jilake pintu kaca kat opis ni clear namati sakit dahi terhantuk hahahaha laju plak tu malu gilaa hahahahaha,+
allahayang ganteng,+
doa perempuan pakai tudung esok bentuk oningnya sempurna,+
tanya benci tanya peduli twittbot,+
sayang mesti,+
ikutttt karna rulesx terpenuhii moga rezeki dsni karnaa ka vicka pernh menang,+
wkwkwkkwkwkwk,+
tetap peergi mulai nyaman nikmat panas kopi,+
tunggu bahagia baru syukur syukur rasa bahagia,+
diminiii rasa 1 tahun kawan uuuu makasih temen sabar dengerin yan,+
hahahahah tanya suka,+
suka tegur puji rana tegur betul puji musnah,+
doa ibu bapa allah ampunila,+
jawab atas doa doa lantun tiga malam jokowi2periode 2019tetapjokowi,+
nggak punya akun makan anon wkwkw,+
ok nder 3 bulan waktu cukup cantik jg ketemu doi 1 stgh taun hehe,+
tauu kang ckp pastu drag org taknak hahahaha ckp niaa kang hahahha,+
cinta allah moga tuntun tuju surga jokowi2periode 2019tetapjokowi,+
menang belikan memory card baru hapeku sisa beli stuff seventeen,+
keluar kepompong kupu kupu cantik ghaida,+
hhhh cantik bangett mba,+
suka lukis art org tp i tried amp i loved the process alhamdulillah owner pn suka sgt,+
suka sewa kereta org laki banding pompuan sbb kereta dorg kemas and bersih,+
asyik gamelan mbok jamutradisional jamugendongehatalami herballife,+
nctea perlu kata tetap mencintaimuampai tunggu kembali kun h,+
kenalllllll dekcik masa sedih amp happy,+
masa nama tungguedangkang datang masa harap me,+
aunty pintar,+
lucu lahanjy wkwkkw,+
bingung wjwjwjw3j,+
november ketemu hihihi lupa bawa hadiah,+
giveaway nihhhh karma baik lakuin cara bagiin parfum hits,+
alhamdulillah asli habis 10 9 gaberani intip lol,+
henti rokok 20 menit lancar tekan darah denyut jantung alir darah tepi lho,+
15 september 2017 nyata boxer graf sempet mt nan wkwkwkwk oh nama jodoh g wkwkwkw,+
kakkk luk et mi luk et mi apaka tyda cantik cantik bidadari,+
join agree dowh,+
sih ayo nung nek minggu,+
tari selamat ulang tahun yaemoga baik hati balas tuhan moga bahag,+
sumpah cheese ni selesai masalah kat malaysia kedai makan laris jual makan cheese b,+
tarik perhati iphone baru ni punya camera iphone xr single camera punya gempak t,+
pagi dek woncha kangen,+
percaya percaya rin ao no exorcist,+
virgo rupa proses hidup baik mudah serah satu,+
wkwkw yo ngono wis otomatis iku koyoke,+
kasih janji kalah mobile legend,+
tahun dah kat yaman sik asa waktu benda ajar disitok hakikat duduk hadramaut,+
pantes bilang chill,+
dusta,+
kuy wkwkwk,+
ye empyun hahahahah noah post ig tntg film tagged nntn tagged season 1 asa,+
asyik2 je kene bebel ngan bapak soh nasihat masalah tegur yanh takmo deng,+
main final fantasy awakening lho gabung main yukz,+
dua komplot rampok rampok hati rampas hati,+
tempat singgah terakhirebesar harap mengecew,+
happy af capa pergi please capa,+
hala kinikilig thank youuu,+
that s my boys terus share benda nih bukti bahawa lelaki trash,+
mauu dom jogja,+
kawan selamat kucing lemas mesin basuh buah kedai dobiesiapa cinta kucing b,+
dua2nya tokoh pengaruh dua org hebat kagum lets vote retweet and like leave your co,+
amplaz jalan jalan doang susur trotoar capek terus ngadem amplaz wkwkwk,+
jarang tuju tuju,+
pertama dua lucu ihh kayak rubah arctic sm husky mini muslim can t relate,+
salah de kelas harini,+
perempuan ni cantikebab allah suruh tutup habis takut panas ruam panas,+
mak tambah superb sporting ala2 mak regina movie mean girl i m a cool mom tu mak bole,+
belah dada lihat kata kata,+
hahahahaha kena censored anjing salak kena panggil hahahahaha,+
luka berat takut cinta tepat luar,+
bodoh punye rba hari2 kene maki ngan je,+
oh hahahahahahhhahah bakul baju lupa cakap letak beg hehehehhehehehehhehehh sorry,+
pacar gimana,+
cinta cinta dunia conan edogawahinichi kudo to ran mouri bot,+
incer ts,+
milik,+
wkwkw kerja yah,+
baru dengerin candu terus inget pas fansite jihoon nge tweet beautiful fe,+
tuhan kutuk milliader,+
epa mmg suka sepak ngan sepak manja manja ja,+
klien raja satu seringkali manja gemesin,+
tumbuh dewasa hari hari tetap anak i love u ibu,+
jokowilagi,+
jenis easy to forgive hard to forget dendam ajar alam hid,+
moga kawan kawan beri kesihatan cukup siap homeworks cuti bulan,+
bagusss tambah senyum cocok neng liat,+
warung say biar temenin kmu jga warung biar kmu nggak sepi,+
cinta terima banding cinta ikan cinta cinta,+
22nya jodoh,+
tahu alas nama temu nama perp,+
manusia handsome jumpa,+
kreatif wkwkwkwwkwk mayan imbang,+
jumpa dah handsome boy,+
sayang,+
aduh neng cantik bikin kentang nih bokep bukabukaan livebugil,+
pilih garut,+
someone said to me salah atas bahagia kejap pikirka,+
baca kembali jejak bumi kembali sadar kuasa allah besar kuat mengu,+
okok baru coba,+
uang jdi kaya,+
doa hari tuhan ikan rezeki baik baik baik baik manusi,+
cantik kaya jisu unnie g,+
pake telegram add terus ngobrol gimana add iniadhistyzara ok,+
kalikaa teens rika klo sayang bangeeettt sma kamuuu,+
mati pukul wanita me,+
story sikit pasal laki ni ikhlas sgt nk surprise gf hmm korang tahu kisa,+
cantiik baru makan nih hehe,+
serah ampun jilid 2 klo ngampunin hutang pulsa temen temen,+
mati lupa pnah mnjadi sahabat baik biar buang ak x mmpu buang sbb b,+
yeaaa kerja suka kerja sen mcm baejat cakap tu mcm2 kerja haahaaa taktau ak,+
wkwkwk waktu baperin tinggi badan,+
hidup baik bermanf,+
weyyy sorry weyyy serius doh lupa weyyy,+
rasa susah 4tahun akhir salah jokowi brrt tingkat kualitas,+
usaha ngasih baik takut perhati sayang cukup kam,+
lepas episod ni terus lekat tengok cerita bahagia bida lakon padu weh ganding nora,+
tuhan kaya aamiin retweet bilang aamiin kaya,+
hari bersih hati rasa khawatir jauh baik suka prasangka buruk,+
hahahaha akuuka ipbb camera lawa amp reng hang hsjsjs tpi android not bad tho sbb ikut,+
cewe suka cowo perhati perhati hal2 ce maap dandan co gapapa e,+
ezra aktif yuk kangen nih,+
hahahahahaumpah dekah,+
ringgit dua tu hahahahahahah weh hancurrr hati,+
laku marah doa marah,+
bos jg asik bgt pak ijin pulang cpt nntn konser nct127 bos,+
hidup henti cari sempurna butuh cinta membu,+
arti nyesel islam loh syukur bgt,+
i m so in love with you rin ayieee,+
angel ihhh hahahaha,+
rameeein nih,+
picnya amiiin goodluck anw,+
sedia hadap laku atas khilaf man,+
okey maiii,+
sih kdg tahan,+
harga mata alas tuk cari baik,+
alhamdulillah derma darah doktor tu tanya pening2 hmm ni dah taktau tu pening2 ka,+
mantab penasaran ken liat,+
dapet,+
tahu dah sembang sibuk shopping,+
diem nggak hihi mancing sih,+
standard tandas fspu mmg mcmtu mmg salah sbb sign takda kena fikir kali masuk,+
suka,+
doyanini wkwkkwkw,+
ajarin ngerti ehehe,+
malem doa ken ngeliat bidadari ehh fto liat dikabulin nyata,+
jago manjain,+
hayuuk meloook,+
lihat adem rasane wkwkwkwkwk,+
nasib baik de masa sembang bang bizi ni xde masa sembang jugak,+
peduli keras coba sangkal rasa,+
sukahati taknak ngaku,+
hmm smlm cmtu alhamdulillah lega sikit harini bangun tido terus hilang maybe sbb haritu hg balik bawak beg berat,+
suka harry potter suka harry harry recehkantwitter recehkantwiter,+
lelaki minta kasih pilih pisah besok meni turut bahagia,+
